time,f_1,f_3,f_5,f_7,f_9,f_11,f_13,f_15,f_17,d_1,d_3,d_5,d_7,d_9,d_11,d_13,d_15,d_17
50,4961270,14861887,24766075,34669022,44572699,54476161,64380212,74283916,84188441,0.0008132137289503955,-0.0002552081544128217,-4.1423076686965105e-06,5.289890267649974e-06,5.495280916638968e-06,5.472944745634855e-06,6.184839273496977e-06,6.942102073043494e-06,7.553352318070999e-06
51,4961272,14861883,24766069,34669015,44572691,54476152,64380201,74283904,84188428,0.0008137107570713942,2.1325582440330286e-07,4.141874170794473e-06,5.293615741003389e-06,5.495580797679444e-06,5.471188509934489e-06,6.185414308332258e-06,6.954402383954219e-06,7.543086496284541e-06
52,4961269,14861879,24766063,34669008,44572683,54476143,64380211,74283892,84188415,0.000814752421586842,0.00025510727682420166,4.141449781409056e-06,5.291131465413124e-06,5.497405507906215e-06,5.4742248594615894e-06,6.183878892312745e-06,6.961305384576133e-06,7.551241216796882e-06
53,4961266,14861882,24766068,34669014,44572675,54476134,64380200,74283880,84188402,0.0,-0.0002547308690470771,-4.139432612092383e-06,5.292179158288086e-06,5.499250424153608e-06,5.4702899625330435e-06,6.1783149719502236e-06,6.964749079900035e-06,7.549549933374882e-06
54,4961268,14861878,24766062,34668970,44572607,54476037,64380069,74283733,84188214,0.0008126838098600587,0.00025534989946788254,-4.139862438318116e-06,-4.969091766591383e-06,5.011282333897717e-06,5.57278455872511e-06,6.278361187506281e-06,6.772196155836538e-06,7.376080237471452e-06
55,4961255,14861836,24765996,34668913,44572554,54475975,64379998,74283654,84188151,0.0008180802048903698,0.00025711675818238346,-4.485485726904878e-06,4.7321971715301505e-06,4.980548925408898e-06,5.609152247084443e-06,6.242711317256107e-06,6.809718826890443e-06,7.362234960018622e-06
56,4961252,14861824,24765980,34668894,44572516,54475931,64379967,74283620,84188088,0.000814991315756215,0.00025537514593228087,4.482197682749021e-06,4.7161728152940755e-06,4.983878161545231e-06,5.6040037756398486e-06,6.222237662914687e-06,6.819359208946121e-06,7.375745758293205e-06
57,4961249,14861820,24765964,34668875,44572493,54475922,64379936,74283586,84188075,0.0008148055803047596,0.00025527409173660057,-4.487172670533438e-06,4.711972536506382e-06,4.978161133302976e-06,5.59733837162325e-06,6.207644696770162e-06,6.8162426878638165e-06,7.377850105997701e-06
58,4961246,14861816,24765958,34668856,44572485,54475895,64379905,74283552,84188037,0.0008146902920570213,-0.0002553227681807723,4.483320639046074e-06,-4.702594739836404e-06,4.976960657484468e-06,5.594562638380315e-06,6.194798394970068e-06,6.799574765923464e-06,7.382103746920166e-06
59,4961243,14861812,24765952,34668849,44572477,54475886,64379894,74283540,84188024,0.0008140144892678047,-0.00025494329326969606,4.48520896272328e-06,-4.704842583523836e-06,4.980139359885609e-06,5.587129811546703e-06,6.189683404622275e-06,6.781697785386424e-06,7.392145762953314e-06
60,4961245,14861808,24765946,34668842,44572454,54475877,64379883,74283528,84188011,0.0008137740253102278,0.0002552471780678994,4.488728949812673e-06,4.701010659682462e-06,4.9788243948860505e-06,5.587708734551575e-06,6.1818583102643935e-06,6.764635178648137e-06,7.394558637638818e-06
61,4961242,14861804,24765940,34668835,44572461,54475868,64379872,74283516,84187998,0.0008147028743521207,0.00025486394246988195,4.486187286899752e-06,4.70071940891567e-06,4.977024701471776e-06,5.5837092175590395e-06,6.177923534448986e-06,6.7485909785168e-06,7.404790657072067e-06
62,4961244,14861800,24765934,34668828,44572453,54475859,64379861,74283504,84187985,0.0008130627207933196,0.0002545305895647182,-4.484866493783373e-06,4.6979943914013135e-06,4.975772400522478e-06,5.584381661418045e-06,6.1745082919069745e-06,6.732731112573231e-06,7.4058651437102905e-06
63,4961241,14861803,24765918,34668796,44572385,54475780,64379770,74283380,84187822,0.0,0.0002548010517125502,4.312356864291696e-06,4.698938060487187e-06,4.985353104932198e-06,5.499486771851044e-06,6.054302633446259e-06,6.776698530708115e-06,7.322520883807785e-06
64,4961228,14861776,24765882,34668752,44572347,54475718,64379699,74283323,84187759,0.0,0.00025640611750245366,4.31964745768401e-06,4.697153714461547e-06,4.991249492629527e-06,5.504078051437762e-06,6.0595798663383126e-06,6.787969598742656e-06,7.312005929833077e-06
65,4961225,14861764,24765866,34668733,44572309,54475691,64379668,74283266,84187721,0.0008144497182911105,0.00025537404236082014,4.375607547256994e-06,4.731872474633442e-06,5.014938907190892e-06,5.508556065159908e-06,6.06858671272706e-06,6.795885444643795e-06,7.306867106684274e-06
66,4961222,14861760,24765860,34668714,44572301,54475664,64379637,74283232,84187683,0.0,-0.00025504318060534366,4.3892463971429045e-06,4.7402433436190025e-06,5.011831316245014e-06,5.5100090143144e-06,6.062156171502798e-06,6.794207999740698e-06,7.315119469229179e-06
67,4961224,14861756,24765844,34668695,44572278,54475637,64379606,74283220,84187645,0.0008129221137229144,-0.00025558904729397394,4.3976170243625995e-06,4.743599018750398e-06,5.000349777526726e-06,5.515176859638913e-06,6.066726065064395e-06,6.7986305009456e-06,7.309429798589717e-06
68,4961216,14861744,24765838,34668688,44572255,54475628,64379595,74283186,84187607,0.0008144883182733858,0.00025527264315050607,4.39498370766219e-06,4.7474097267579865e-06,4.99145076275858e-06,5.519486199951216e-06,6.0659590018581975e-06,6.790046642371832e-06,7.303549986523013e-06
69,4961218,14861740,24765832,34668681,44572247,54475619,64379584,74283174,84187594,0.0008135771227861363,0.0002548695827277827,-4.437894935809762e-06,-4.792848050555865e-06,5.015555947300749e-06,5.53528433050306e-06,6.078151797302171e-06,6.802165753921692e-06,7.318893308660787e-06
70,4961215,14861743,24765826,34668674,44572239,54475610,64379573,74283162,84187581,0.00081419847818039,-0.0002546794586232254,4.440789058798769e-06,4.776487029777373e-06,5.031548760048076e-06,5.543542935285056e-06,6.079448309547017e-06,6.818836110192623e-06,7.322433926896881e-06
71,4961217,14861739,24765820,34668667,44572231,54475601,64379562,74283150,84187568,0.0008139603142591946,-0.00025504777537537984,4.434444280676235e-06,4.7873211411702445e-06,5.048993358710434e-06,5.55673249704169e-06,6.088660824992838e-06,6.8232269861881485e-06,7.321189469133143e-06
72,4961214,14861742,24765845,34668698,44572283,54475662,64379632,74283228,84187680,0.0008150652622711532,-0.0002545267865361906,4.626065593296792e-06,4.8962159464695695e-06,5.212335035177073e-06,5.679536254435626e-06,6.203997162923217e-06,6.83245511590423e-06,7.501835567539344e-06
73,4961226,14861753,24765850,34668716,44572290,54475670,64379642,74283239,84187692,0.0008093399025400672,-0.0002540403117370427,-4.7016570115231685e-06,4.909508640766925e-06,5.212987792903979e-06,5.694325889690079e-06,6.194856102565109e-06,6.800819626678906e-06,7.501212406451919e-06
74,4961223,14861749,24765855,34668709,44572297,54475678,64379652,74283250,84187704,0.0008146061755601061,-0.0002548333726338162,-4.7232089417706036e-06,4.914772154605469e-06,5.210795761839323e-06,5.698326444352034e-06,6.197611859438306e-06,6.773174044726838e-06,7.5113948722573725e-06
75,4961225,14861752,24765860,34668715,44572304,54475669,64379662,74283261,84187691,0.0008131037748802851,-0.00025439130540192274,4.727866517705244e-06,4.913469945249254e-06,5.209100093611567e-06,5.698809863001389e-06,6.2014991612612034e-06,6.763392934939299e-06,7.5255616133560825e-06
76,4961227,14861755,24765854,34668721,44572296,54475677,64379651,74283249,84187703,0.0008134584191728618,-0.0002543322866762442,4.73448405334718e-06,4.914497417012698e-06,5.209421818948357e-06,5.700185197565284e-06,6.200689308992182e-06,6.747594749387383e-06,7.5363429629860174e-06
77,4961224,14861758,24765859,34668714,44572303,54475685,64379661,74283260,84187715,0.0008131120270444286,-0.0002549046833787976,4.735642352164135e-06,4.91458335243754e-06,5.205002536327234e-06,5.702758585187755e-06,6.199936026493609e-06,6.733521787132905e-06,7.547600801384321e-06
78,4961226,14861754,24765864,34668720,44572295,54475676,64379671,74283248,84187702,0.000812667668002892,-0.00025478162019033386,4.734987270195137e-06,-4.914181215804186e-06,5.203017178157087e-06,5.697965523061579e-06,6.197729454575807e-06,6.729428604722445e-06,7.551363250765176e-06
79,4961223,14861757,24765858,34668726,44572302,54475684,64379660,74283259,84187714,0.0008126756732326801,-0.0002547176155722347,4.738918665857774e-06,4.914897481178076e-06,5.202534191818574e-06,5.694238929866723e-06,6.201047660139049e-06,6.727598089197926e-06,7.5587787343382614e-06
80,4961225,14861753,24765863,34668719,44572309,54475675,64379670,74283270,84187776,0.0,-0.0002547565937325086,4.744123357909759e-06,4.9141424149201505e-06,5.20142953516363e-06,5.695585363230678e-06,6.204701494403347e-06,6.721392200560816e-06,7.694329050458736e-06
81,4961232,14861779,24765898,34668775,44572391,54475788,64379780,74283416,84187863,0.0,0.0002524804104098483,4.688307193058595e-06,5.144657278245415e-06,5.174416330340688e-06,5.6225464495603294e-06,6.241305988633115e-06,6.767794201939315e-06,7.695991974103237e-06
82,4961239,14861790,24765913,34668793,44572398,54475796,64379810,74283427,84187875,0.0008111071543248857,-0.000253693955079348,-4.55102362592833e-06,5.176148930106376e-06,5.346783460541559e-06,5.6213395616957195e-06,6.208474520253251e-06,6.7581148767336854e-06,7.694382059346087e-06
83,4961241,14861793,24765918,34668799,44572405,54475804,64379820,74283438,84187887,0.0008132746814946052,-0.0002546742006243629,4.538362429881582e-06,-5.199834064362891e-06,5.425111991483329e-06,5.622334350467807e-06,6.202067733512966e-06,6.745101868283737e-06,7.699526696556845e-06
84,4961238,14861796,24765912,34668805,44572412,54475812,64379830,74283449,84187899,0.0008135100677158165,-0.00025482745191107633,4.535745875433806e-06,5.221660373672397e-06,5.464072627280931e-06,5.625205282449918e-06,6.202056188426142e-06,6.7272422801392435e-06,7.707620992320245e-06
85,4961240,14861792,24765917,34668798,44572419,54475820,64379819,74283437,84187911,0.0008116693049613198,0.00025479716067120835,4.534462144754301e-06,5.238219721894523e-06,5.485225164276728e-06,5.624834924040365e-06,6.202925121003616e-06,6.721758338259493e-06,7.725016403408342e-06
86,4961242,14861795,24765922,34668804,44572426,54475828,64379829,74283448,84187923,0.0008132109503478375,0.00025400195532672805,4.5342071759198244e-06,-5.25608809084575e-06,5.498387250286684e-06,5.627227922365508e-06,6.202432194646129e-06,6.713753808729527e-06,7.726807394979476e-06
87,4961239,14861798,24765916,34668810,44572418,54475819,64379839,74283436,84187910,0.0008136071683360525,-0.0002544141544332741,-4.53372628022241e-06,5.264991765437457e-06,5.499575670425435e-06,5.626106556209063e-06,6.201704197137079e-06,6.7138797773246635e-06,7.72022394930058e-06
88,4961241,14861794,24765921,34668803,44572425,54475827,64379828,74283447,84187922,0.0008128746866115434,0.0002545684008712727,-4.540298722857114e-06,5.274303519001704e-06,5.502400512199703e-06,5.627581800063305e-06,6.203480955017037e-06,6.7069037829966195e-06,7.71605121897784e-06
89,4961243,14861797,24765926,34668809,44572417,54475818,64379878,74283570,84188059,0.0008129564248698447,-0.00025485370803300016,4.544130489535042e-06,-5.287651592634472e-06,5.505671012960138e-06,5.627651953333303e-06,6.204353531004123e-06,6.564454527933722e-06,7.646713632988304e-06
90,4961255,14861830,24765981,34668890,44572544,54475966,64380008,74283648,84188146,0.0008101054198170693,0.0002520536865142135,-4.498667700265114e-06,5.014505549373969e-06,5.361361100335889e-06,5.878925196672805e-06,6.239169461691207e-06,6.511129345880574e-06,7.574599910104672e-06
91,4961257,14861841,24765996,34668896,44572566,54475992,64380038,74283681,84188158,0.0,0.0002539324350867355,-4.454467443949975e-06,5.038012886168918e-06,5.44207986907171e-06,5.863897974766138e-06,6.2489509176659995e-06,6.497345880108357e-06,7.5558360843248775e-06
92,4961259,14861844,24766001,34668914,44572573,54476000,64380048,74283692,84188195,0.0008125155666289816,0.0002546100785473996,4.437390315519947e-06,-5.035449904239226e-06,5.485891150795027e-06,5.8580676586585114e-06,6.2561601604556705e-06,6.494685912192273e-06,7.552522031207624e-06
93,4961261,14861847,24766006,34668920,44572580,54476008,64380058,74283703,84188182,0.0008130589432097172,-0.0002545743805446538,4.428293272479237e-06,-5.030012833518627e-06,5.518300010706191e-06,5.853234290647937e-06,6.263886423128696e-06,6.495926214713438e-06,7.5525805636275364e-06
94,4961258,14861850,24766011,34668913,44572587,54476016,64380068,74283714,84188194,0.0008123561264444912,-0.0002539980534540058,4.423191052886652e-06,5.022624759517987e-06,5.544980890434052e-06,5.847807370681472e-06,6.270152575160161e-06,6.4911215741470315e-06,7.553743068106732e-06
95,4961260,14861853,24766016,34668919,44572594,54476024,64380078,74283725,84188206,0.000813842766441301,-0.0002545925888511102,4.4234627475231535e-06,5.012236764333421e-06,5.570816632054915e-06,5.845360856953884e-06,6.2718765264397564e-06,6.491551447780273e-06,7.549987003759096e-06
96,4961262,14861856,24766010,34668925,44572586,54476032,64380067,74283736,84188218,0.0,-0.00025450872592318145,4.420798403549962e-06,-5.014188030109588e-06,5.584324110471384e-06,5.8431337327604975e-06,6.276541721682971e-06,6.490006118750509e-06,7.5474172970265785e-06
97,4961264,14861852,24766015,34668931,44572593,54476023,64380077,74283724,84188230,0.0,-0.0002544184960007233,4.424953679757161e-06,-5.012118902286237e-06,5.599669297893949e-06,5.841581741896835e-06,6.281142160813523e-06,6.491100499659488e-06,7.5408918737253394e-06
98,4961261,14861855,24766020,34668924,44572600,54476136,64380247,74283937,84188492,0.0008135508628175346,-0.00025441626693650603,4.422115992706731e-06,-5.007031773303932e-06,5.637942130719002e-06,5.943816149588788e-06,6.306517587705124e-06,6.477266029941297e-06,7.51314612330007e-06
99,4961278,14861911,24766105,34669067,44572757,54476267,64380357,74284060,84188604,0.0008054778330403228,0.0002507736728726096,4.342114404234317e-06,4.7696479317062454e-06,6.489200025292194e-06,6.178052084765759e-06,6.288129942328995e-06,6.466161682872037e-06,7.492617240597168e-06
