date,time,pressure,pressure_setpoint,mfc1_Ar,mfc2_Ar,rh,rh_setpoint,temp,bias,current,max_iv_current,max_cv_current,cv_area,low_freq_z,note
2019-06-28_12-12-26,168.896,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-12-29,168.947,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-12-32,168.996,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-12-35,169.046,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-12-38,169.096,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-12-41,169.146,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-12-44,169.196,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-12-47,169.246,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-12-50,169.297,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-12-53,169.346,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-12-56,169.396,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-12-59,169.446,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-13-02,169.497,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-13-05,169.546,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-13-08,169.596,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-13-11,169.647,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-13-14,169.696,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-13-17,169.746,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-13-20,169.796,,,,,5.945,2.0,,,,,,,,
2019-06-28_12-13-23,169.846,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-13-26,169.896,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-13-29,169.947,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-13-32,169.997,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-13-35,170.046,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-13-38,170.096,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-13-41,170.146,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-13-44,170.196,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-13-47,170.246,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-13-50,170.296,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-13-53,170.346,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-13-56,170.396,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-13-59,170.446,,,,,6.049,2.0,,,,,,,,
2019-06-28_12-14-02,170.497,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-14-05,170.546,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-14-08,170.596,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-14-11,170.647,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-14-14,170.697,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-14-17,170.746,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-14-20,170.796,,,,,6.249,2.0,,,,,,,,
2019-06-28_12-14-23,170.846,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-14-26,170.896,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-14-29,170.946,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-14-32,170.997,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-14-35,171.046,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-14-38,171.096,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-14-41,171.146,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-14-44,171.196,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-14-47,171.246,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-14-50,171.296,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-14-53,171.346,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-14-56,171.397,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-14-59,171.446,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-15-02,171.496,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-15-05,171.546,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-15-08,171.595,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-15-11,171.646,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-15-14,171.696,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-15-17,171.746,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-15-20,171.796,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-15-23,171.846,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-15-26,171.897,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-15-29,171.946,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-15-32,171.996,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-15-35,172.047,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-15-38,172.096,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-15-41,172.146,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-15-44,172.196,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-15-47,172.246,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-15-50,172.297,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-15-53,172.346,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-15-56,172.396,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-15-59,172.446,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-16-02,172.496,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-16-05,172.546,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-16-08,172.596,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-16-11,172.646,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-16-14,172.696,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-16-17,172.745,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-16-20,172.796,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-16-23,172.846,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-16-26,172.896,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-16-29,172.946,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-16-32,172.997,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-16-35,173.047,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-16-38,173.096,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-16-41,173.146,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-16-44,173.196,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-16-47,173.246,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-16-50,173.304,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-16-53,173.354,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-16-56,173.405,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-16-59,173.454,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-17-02,173.504,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-17-05,173.554,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-17-08,173.604,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-17-11,173.655,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-17-14,173.705,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-17-17,173.754,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-17-20,173.804,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-17-23,173.854,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-17-26,173.904,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-17-29,173.954,,,,,6.036,2.0,,,,,,,,
2019-06-28_12-17-32,174.005,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-17-35,174.054,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-17-38,174.104,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-17-41,174.155,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-17-44,174.204,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-17-47,174.254,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-17-50,174.305,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-17-53,174.354,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-17-56,174.404,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-17-59,174.454,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-18-02,174.504,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-18-05,174.555,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-18-08,174.604,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-18-11,174.654,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-18-14,174.704,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-18-17,174.754,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-18-20,174.804,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-18-23,174.854,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-18-26,174.904,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-18-29,174.954,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-18-32,175.004,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-18-35,175.054,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-18-38,175.104,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-18-41,175.154,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-18-44,175.204,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-18-47,175.254,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-18-50,175.304,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-18-53,175.355,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-18-56,175.405,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-18-59,175.454,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-19-02,175.505,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-19-05,175.555,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-19-08,175.604,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-19-11,175.654,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-19-14,175.704,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-19-17,175.755,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-19-20,175.805,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-19-23,175.854,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-19-26,175.905,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-19-29,175.954,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-19-32,176.004,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-19-35,176.054,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-19-38,176.104,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-19-41,176.155,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-19-44,176.204,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-19-47,176.254,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-19-50,176.304,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-19-53,176.355,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-19-56,176.404,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-19-59,176.455,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-20-02,176.505,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-20-05,176.554,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-20-08,176.605,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-20-11,176.655,,,,,6.076,2.0,,,,,,,,
2019-06-28_12-20-14,176.704,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-20-17,176.755,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-20-20,176.805,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-20-23,176.855,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-20-26,176.905,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-20-29,176.954,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-20-32,177.005,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-20-35,177.055,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-20-38,177.104,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-20-41,177.154,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-20-44,177.205,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-20-47,177.254,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-20-50,177.304,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-20-53,177.354,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-20-56,177.404,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-20-59,177.454,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-21-02,177.505,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-21-05,177.554,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-21-08,177.605,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-21-11,177.655,,,,,6.036,2.0,,,,,,,,
2019-06-28_12-21-14,177.704,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-21-17,177.755,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-21-20,177.804,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-21-23,177.854,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-21-26,177.904,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-21-29,177.954,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-21-32,178.005,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-21-35,178.055,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-21-38,178.104,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-21-41,178.155,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-21-44,178.205,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-21-47,178.254,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-21-50,178.305,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-21-53,178.354,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-21-56,178.405,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-21-59,178.455,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-22-02,178.505,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-22-05,178.554,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-22-08,178.604,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-22-11,178.654,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-22-14,178.704,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-22-17,178.754,,,,,6.023,2.0,,,,,,,,
2019-06-28_12-22-20,178.805,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-22-23,178.855,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-22-26,178.904,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-22-29,178.955,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-22-32,179.005,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-22-35,179.054,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-22-38,179.104,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-22-41,179.155,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-22-44,179.205,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-22-47,179.255,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-22-50,179.304,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-22-53,179.355,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-22-56,179.404,,,,,5.971,2.0,,,,,,,,
2019-06-28_12-22-59,179.454,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-23-02,179.504,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-23-05,179.554,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-23-08,179.605,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-23-11,179.654,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-23-14,179.705,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-23-17,179.755,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-23-20,179.805,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-23-23,179.854,,,,,6.049,2.0,,,,,,,,
2019-06-28_12-23-26,179.904,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-23-29,179.954,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-23-32,180.005,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-23-35,180.054,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-23-38,180.105,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-23-41,180.155,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-23-44,180.205,,,,,5.971,2.0,,,,,,,,
2019-06-28_12-23-47,180.255,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-23-50,180.305,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-23-53,180.355,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-23-56,180.405,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-23-59,180.455,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-24-02,180.505,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-24-05,180.555,,,,,6.049,2.0,,,,,,,,
2019-06-28_12-24-08,180.606,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-24-11,180.656,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-24-14,180.705,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-24-17,180.755,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-24-20,180.805,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-24-23,180.855,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-24-26,180.906,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-24-29,180.956,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-24-32,181.006,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-24-35,181.056,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-24-38,181.105,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-24-41,181.155,,,,,5.932,2.0,,,,,,,,
2019-06-28_12-24-44,181.205,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-24-47,181.255,,,,,5.997,2.0,,,,,,,,
2019-06-28_12-24-50,181.306,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-24-53,181.355,,,,,5.971,2.0,,,,,,,,
2019-06-28_12-24-56,181.405,,,,,5.984,2.0,,,,,,,,
2019-06-28_12-24-59,181.455,,,,,6.01,2.0,,,,,,,,
2019-06-28_12-25-02,181.506,,,,,,,,,,,,,,
